id,created_time,author,content
2670057243,2022-09-12 10:54:35,程序员库森,牛客上一位北航22届的朋友，用去年一摸一样的简历（只改了毕业时间、名字、联系方式这些基本信息），在投一次去年拿到offer的公司，发现结果大不一样。去年他拿到了网易、快手、美团、百度、蔚来、b站的offer，而今年百度通过简历筛选，蔚来还在评估，快手和网易简历直接挂，阿里直接简历挂（去年是挂在hr面）从结果可以看出今年秋招确实是hard模式，不可同日而语！原因就是大环境不好，企业缩招，大厂裁员。还有一点，在2020年疫情时，扩招了很多研究生，而今年就是他们要秋招的时候，不用想就知道竞争有多么激烈，僧多粥少。今年秋招的寒气很厉害，字节2022秋招有8000hc，今年2023届秋招只有3000hc，减少了60%美团去年1w hc，今年只有5000个，网上有人说骑手说不定都有4700个！但这也不代表没有了机会，跟一些学弟聊天，明智的同学早已经把赛道转向了华子、学历厂，以及新能源、车企、制造业，还有国企、各大研究所，更有的放弃leetcode，直接准备考公、考编。--- 分割线分享一份2023届秋招信息汇总，目前已更新280家，不仅有互联网公司，还有外企、国企、各类研究所，不断更新中，可以对照投递，避免错过秋招信息！秋招文档，2023届秋招日程内推表（不断更新）​针对今年的秋招寒冬，给今年准备秋招的朋友分享几点建议： 1、选择海投，毕竟今年秋招会难些，大厂的hc都不多，没必要在一棵树上挂死，中小厂也都可以考虑2、多看看外企，新能源、芯片厂等制造业企业的机会，这些企业软开、算法的岗位也很多，比起互联网企业，这些企业的hc要多不少。  3、看看银行、研究所、国企的机会，这些还是很稳的，至少不会轻易毁约，大多数加班不会太多，比互联网轻松不少，是个不错的选择，就是对学历要求高，普遍211起步，适合学历还不错的同学。银行、国企秋招通常在9-10月份，考察内容与互联网大不相同，计算机技术相关问题比起互联网简单不少，但是会考行测，这些的内容学弟学妹们要准备起来了！  分享一个计算机学生可以加入的国企、研究所、银行名单，可以参考投递：4、英语不错，算法很强的同学，尤其是不想卷的，可以考虑润国外。5、本科毕业可以考虑读个硕士，当然国内硕士保研占了很大一部分，考研也很卷的，家里能付得起学费生活费的，读个海外硕士也是个不错的选择。  对于硕士来说，读博成本就很大了，需要慎重，可能读完博士之后，互联网的环境甚至也不如当前好，但是选择面也更广了，去研究所、高校也是一种选择。  6、关键还是在于提升自身竞争力，八股文+算法+项目+实习+加分项（竞赛/开源项目/博客）这些都要提升。目前面试越来越卷，以前背个八股文就能拿offer了，现在又是考场景设计，又是考源码分析。  现在转计算机的人越来越多，面试考核等难度也是越来越大，不仅会问jdk的集合、锁的源码了，连Redis、kafka等一系列中间件的原理也是越挖越深，分布式、高并发、大流量也经常出现在校招面试题中。  虽然是造火箭，但既然面到了那就要吊打面试官了，不然凭啥给你offer，建议大家看看这方面的书籍、博文和源码，提升自己的竞争力。对于八股文，分享一个我总结了500道Java大厂常考面试题 附参考答案。完整面试题在这里，可下pdf:最后希望大家放好心态，多多面试总结经验。我是 @程序员库森 ，阿里程序员一枚，希望帮到你，欢迎关注！
2670057243_10283958273,2022-09-12 17:20:40,nimo,这个实验本身是不严谨的。大厂的简历库是有验证机制的，经历一致只改信息，会被标注，“高度疑似”，过不了机审关的
2670057243_10284428875,2022-09-12 16:22:38,程序员库森,你要是参加过今年的秋招，也不会张口就来[大笑]
2670057243_10283573501,2022-09-12 15:44:03,RamosLei,就是散发焦虑来卖课的
2670057243_10284306053,2022-09-12 14:07:48,键盘奇侠李观水,别尬黑，鸿蒙不是已经成功了，只不过国内限定而已[大笑]
2670057243_10284011461,2022-09-12 14:06:26,天空海阔,别害人了，兄弟，据我所知，现在大部分研究所都不咋地，加班多，出差多，效益在下降。
2670057243_10283423012,2022-09-12 12:53:22,知乎用户,以目前计算机人才素质和数量白手从内核写一个操作系统足够了，写个框架轮子也足够了[尴尬]，可惜明智的资本家不会去投资[尴尬]
2670057243_10283422834,2022-09-12 12:47:04,知乎用户,有没有一种可能，是查重挂了[思考]
2670057243_10284105184,2022-09-12 17:49:56,汤生,好事 凭什么土木机械吃土 计算机人上人[大笑] 不要说我酸 it从业者留
2670057243_10284105184_10284399391,2022-09-12 19:03:27,心和,确实，要吃土大家都得吃，否则就是背叛了工人阶级[尴尬]
2670057243_10284105184_10283549552,2022-09-12 19:14:08,肖战,计算机吃土的时候咋不这样说[吃瓜]买股票买亏了能有什么办法，与其喷专业，不如喷二代
2670057243_10284697470,2022-09-12 23:06:52,壁虎七天说一次话,之前计算机爆火的时候人人都报，就预料到计算机以后会炸，只是没料到碰上疫情加速，提前了[捂脸]
2670057243_10284697470_10285171675,2022-09-13 07:24:11,修文,确实，都预料到计算机会有泡沫崩的一天，但是没想到这么快。
2670057243_10284697470_10284627705,2022-09-13 13:00:27,云牧青,20年疫情，大家不就业，去读研，3年后，还是疫情[捂脸]
2670057243_10283892791,2022-09-12 17:22:09,我的呆毛呢,看到推荐研究所的我就想笑，双九ic科班出身的我，年薪12w，果断提桶跑路及时止损
2670057243_10283892791_10283928259,2022-09-12 18:05:58,青松呦,哪年找工作的，这几年ic可以啊
2670057243_10283892791_10283836646,2022-09-12 19:22:40,只管通信考研,双9还以为你是C9呢，切。
2670057243_10283892731,2022-09-12 17:18:14,凌波微步,风口上的猪，总要下来的一天的吧，不可能一直那么高的
2670057243_10283892731_10286166013,2022-09-14 01:12:54,格林思战斧,教培房地产还有互联网一个接一个，我觉得大部分搞计算机会变成土木设计院画图员一样，钱少事多满大街
2670057243_10283892731_10286813007,2022-09-15 07:25:05,嗷呜,因为人才饱和了吧，一年比一年人多
2670057243_10283426203,2022-09-12 15:17:10,读博坑死人,直接海外博士润，这是最好的路
2670057243_10283426203_10284219517,2022-09-12 17:46:58,国贸往南,这两年海外的形式也不好，高科技行业大面积退潮，博士读完了也有被套住的可能
2670057243_10283426203_10283986943,2022-09-12 18:18:45,读博坑死人,那回来也比土博好混
2670057243_10284367624,2022-09-12 15:04:11,羲和,一叶落而知秋，当滴滴被查、教培被封的事出现，当时就明白中国互联网到顶了，现在只是裁员，规模与薪资还算保持，下一步就是不仅裁员而且降薪了。
2670057243_10284367624_10283955859,2022-09-12 15:46:48,知乎用户,计算机即将成为下一个土木[惊喜]
2670057243_10284367624_10283723402,2022-09-12 17:47:42,国贸往南,我看有可能不如土木呢，行业发展到顶了
2670057243_10283631793,2022-09-12 18:45:53,责任感播音,其他行业不卷吗？计算机只是卷得晚一些罢了
2670057243_10283631793_10284255931,2022-09-12 20:09:18,喜欢被点赞,是的
2670057243_10283631793_10284641748,2022-09-12 23:23:33,知乎用户,md毕业了想走英语好就行，其他行业不先卷个学历谁敢想啊[捂脸]
2670057243_10284458695,2022-09-12 17:04:56,反斜杠青年,麻了麻了，两年前报志愿计算机一片大好，现在大三了天天看这些裁员消息太难受了，985都没机会，那我这个末流211是不是可以入土了[大哭][大哭]
2670057243_10284458695_10284633249,2022-09-12 17:17:58,Crashing World,不如选小厂先苟住
2670057243_10284458695_10284520178,2022-09-12 19:07:17,张小飞,考公务员、事业编
2670057243_10283926200,2022-09-12 16:35:14,chinoruagado,工资降到平均一万 工作时间955 我看还卷不卷
2670057243_10283926200_10283866254,2022-09-12 18:38:07,知乎用户,
2670057243_10283926200_10284434068,2022-09-12 19:41:30,ert.二桐,这样别的专业更眼红了[捂脸]
2670057243_10284404110,2022-09-12 23:43:27,一江,巴拉巴拉一大堆，连骑手不是美团员工都不知道。
2670057243_10284404110_10285000347,2022-09-13 09:15:50,基石君,他们在玩梗
2670057243_10283157436,2022-09-12 20:09:55,喜欢被点赞,建议楼上诸位，来医生招聘看看，地级市三甲都要博士[doge]
2670057243_10283157436_10284536281,2022-09-13 11:23:15,饼干聊医药与量化,社区医院也是医生[思考]
2670057243_10283157436_10285208656,2022-09-13 12:11:40,回到奥梅拉斯的人,医生也那么卷？不是有好多本科都实习上班了么
2670057243_10284249084,2022-09-12 15:25:23,chen51,其实真没必要这样，起薪砍掉三分之二就行了，是泡沫总会破[捂嘴]
2670057243_10284249084_10284041306,2022-09-12 17:34:21,自由如风,[思考]
2670057243_10284249084_10284078310,2022-09-12 20:08:41,damnkk,一个平A把你大招都骗出来了[捂脸]
2670057243_10283573361,2022-09-12 15:37:43,MarioLu,想补充一下，国企照样毁约的。认识的人里面有一些这样的例子，这种排资论辈的地方有的时候因为不能拒绝关系户可能会对非关系户下手。
2670057243_10283573361_10285452895,2022-09-13 18:02:58,啦啦啦,因为每年名额有限，可以招不够，绝对不会往多招[飙泪笑]
2671286121,2022-09-13 09:42:45,知乎用户,今年我这个校招面试官都没面试的工作，还得看毕业年份好不好。有时候人就是被时代裹挟。
2671286121_10284537969,2022-09-13 12:27:06,森泽,"时代的一粒尘埃,落在个人身上都是一座大山"
2671286121_10284537969_10284891418,2022-09-13 14:55:45,Kedlikz,那么人呐就都不知道，自己就不可以预料。你一个人的命运啊，当然要靠自我奋斗，但是也要考虑到历史的行程。
2671286121_10284537969_10285654990,2022-09-13 15:26:41,汽车中国,遇到了风口，也能飞上云霄啊[大笑]
2671286121_10285151494,2022-09-13 14:44:36,翎逍,时代的洪流，裹挟着泥沙，有人上了岸，有人翻了船，还有人裸泳[捂脸]
2671286121_10285151494_10285154656,2022-09-13 17:31:59,南方有嘉木,我就不一样了，我沙里淘金[大笑]
2671286121_10285151494_10286223200,2022-09-13 22:30:46,左舷弹幕,走运的时候，就洋洋自得选择大于努力背运的时候，就苦大仇深一粒沙一座山
2671286121_10284710003,2022-09-13 13:31:45,Cherry小丸子,今年是选秀小年，正常。等口罩系列大学生都毕业完了就好了。
2671286121_10284710003_10285624300,2022-09-13 15:42:56,学海无涯,互联网感觉已经是夕阳产业了
2671286121_10284710003_10285743919,2022-09-13 15:52:10,cerafina,互联网的存量市场都被消化了，未来除非有新的市场，不然会变成细水长流的情况，不可能像前两年那样了。
2671286121_10285418421,2022-09-13 14:53:17,曼城曼联奥特曼,不，这样你也容易被开，正常的操作是，照常校招，然后最后都进人才库，为企业未来提供人才准备。这才是你存在的意义。
2671286121_10285418421_10284981149,2022-09-13 15:12:06,知乎用户,只是一个面试官，没有人事权[飙泪笑]
2671286121_10285452293,2022-09-13 17:39:26,孤狼,难道你们以为面试官只做面试吗，都是校招季临时从各个线条抽调出来忙两天。
2671286121_10285181603,2022-09-13 14:30:09,樊振东球迷,看不懂你在表达什么意思？什么叫面试官都没面试的工作？
2671286121_10285181603_10284541045,2022-09-13 14:30:54,薪王,就是说他所在的企业没有招聘需求
2671286121_10285181603_10285477248,2022-09-13 14:41:23,鳄鱼的眼泪,"意思是直接pass,应聘者连面试资格都没有"
2671286121_10286166937,2022-09-14 04:22:29,常在理,[滑稽]让这帮00后感受一下90后错过时代的感觉。
2671286121_10286166937_10286230047,2022-09-14 08:23:48,知乎用户,Hhh，我们90后也错过了房产低价的最后的一个时代，然后就赚不到钱买房了[飙泪笑]，不知道和现在相比哪个更难受
2671286121_10286166937_10285707040,2022-09-14 11:41:01,6486247893,[大哭]00后房价高，工作还找不到，双倍难受
2671286121_10285303016,2022-09-13 18:10:04,薛定谔没猫233,同某大厂面试官，今年确实没hc，都没面试候选人的工作了，以前还得花时间准备
2671286121_10284716573,2022-09-13 17:40:06,JackeyLove,正在被裹挟的loser觉得很淦[爱]
2671286121_10285399180,2022-09-13 21:49:39,新空,他的意思是他自己的简历都不一定有面试
2671286121_10285399180_10286354764,2022-09-14 13:04:33,阪急黒潮,语文需要重修
2671286121_10286254804,2022-09-13 23:54:36,荔枝,学长好！[吃瓜][吃瓜][吃瓜]
2671286121_10287604251,2022-09-15 09:24:29,继之,[惊喜]别特么说校招了，我今年社招都没面几个。
2671286121_10287544601,2022-09-15 09:31:14,心如止水,第一句话啥意思啊
2671286121_10286500182,2022-09-14 13:08:59,风行者,本来就是时代的红利  也不免为时代所影响
2671286121_10285224832,2022-09-13 22:38:24,布加迪威图,的确，往年我也被拉去面校招，今年不用了，字节校招hc还是算最多的
2673624793,2022-09-14 18:54:21,Deep Van,所谓的炸，其实就是华为和互联网行业大幅缩减应届生招聘人头。缩减的原因1.主要原因：增量红利耗尽，政策风险大幅飙升。这个是结构性和长期性的。2.不景气导致金主缩减预算影响行业收入，这个未来是结构性（超高速老龄化），当前是周期性的（防控）。要命的是，过去的好景气导致了cs专业大幅扩张招生人数，未来不容乐观。暂时可以考虑的出路：1.去金融行业谋个职位，比如券商IT，大中型量化私募，公募IT或者银行IT。（不大推荐水平很高的人去）。2.去面向外需，业务红火的互联网公司，比如出海电商和出海游戏。
2673624793_10286803511,2022-09-14 19:33:45,侵掠如火,国内游戏马上就要挨第二波拳，如果说的是出海游戏，那还行，尚有活路
2673624793_10286803511_10286306446,2022-09-14 20:08:41,PalmDoc,mhy：保住海外市场绝不撒手
2673624793_10286803511_10286509948,2022-09-14 20:13:17,lovight,怎么说？[发呆]莫非除了不发版号以外，存量游戏还会被锤？
2673624793_10287007934,2022-09-14 20:22:37,陈程,跨境电商才是个大雷，等这波西方通胀结束就要炸
2673624793_10287007934_10287129895,2022-09-14 23:06:37,知乎用户,美国已经故意没收了很多国外电商的钱 
2673624793_10287007934_10285740366,2022-09-14 23:30:20,陈程,德国议员们收到的对中国电商的投诉已经等身了，现在只是因为通胀严重隐忍不发，等通胀结束肯定要大搞的[捂脸]
2673624793_10286248184,2022-09-14 19:08:13,王心零,其实各个需要讲故事的行业今年或多或少都有这个情况，金主今年格外想看到成果
2673624793_10286248184_10286250386,2022-09-14 20:40:50,yuang,金主也慌的很啊，宁可脱手换现金。
2673624793_10287040736,2022-09-14 20:46:32,23号,计算机普工的难才刚开始，也不建议转金融（有路径的除外），计算机能力不行金融也够呛，最好转法学，有门槛薪酬高，而且现在没多少人注意
2673624793_10287040736_10287069079,2022-09-14 21:21:57,Ficus,法学卡背景啊[大笑]
2673624793_10287040736_10286836809,2022-09-14 21:54:32,紙雏鸞,不本科法的你甚至连从业资格证都不能考
2673624793_10286541224,2022-09-14 20:29:46,布楚莱,“润”！[生气][生气][生气]
2673624793_10286275589,2022-09-14 19:29:26,珞珈山的猫,可以补一个 去传统行业的IT部门
2673624793_10286275589_10286717664,2022-09-14 21:23:50,摸鱼摸鱼摸鱼,传统行业给的本身就少，IT还不是一线的利润创造者，去这种地方等于自误，去事业单位倒是好很多[可怜]
2673624793_10286275589_10287041789,2022-09-14 21:31:30,前来,在传统行业，IT部门属于边缘部门，发展前景有限
2673624793_10285648686,2022-09-14 20:21:25,流觞曲水,我知道了，精研unity应用和3d max建模，去米哈游，这是版本答案。[doge]
2673624793_10285648686_10286893456,2022-09-14 20:35:45,哈哈,米哈游本身招人就少，现在更是卷到爆炸。
2673624793_10285648686_10286838204,2022-09-14 22:54:58,勃奇塔,mhy现在名气太大了，报录比极高
2673624793_10286157148,2022-09-14 19:25:39,锦木千束,国产游戏应该也要凉了，迟早吃铁拳
2673624793_10286157148_10286714993,2022-09-14 19:32:47,Deep Van,所以强调去做海外发型得游戏公司，不用看某些沙碧的脸色
2673624793_10286157148_10286539976,2022-09-14 19:33:17,爱睡觉的嘉心糖,游戏行业前段时间一直在被整顿，从去年8月到今年3月连续几个月没发版号。不过昨天腾讯和网易的游戏获得了版号，可能意味着对游戏行业的监管松绑。（注：从四月开始的近几轮版号都跟腾讯无缘）
2673624793_10287221431,2022-09-14 23:58:08,如媚,其实外需也很惨，美国的互联网企业也在缩规模
2673624793_10286569081,2022-09-14 20:53:41,肠胃猫,从互联网出来去汽车企业可以长久嘛[大哭]做智驾相关的……
2673624793_10287185161,2022-09-14 19:07:58,可积道路坎坷,本来还想转码以求未来赴日
2673624793_10287185161_10287130108,2022-09-14 23:18:48,fjslsl,赴日的话仍然可以，只是国内不景气了日本还是景气的
2673624793_10287185161_10286066463,2022-09-14 23:42:23,alexlee,日本不行了，这次经济危机过后，就会像2008年那样，全球经济靠美国救了
2673624793_10287571884,2022-09-15 04:35:11,WAYWAYLAM,出海游戏也不容易……游戏基本等于第二个教培了
2673624793_10286571473,2022-09-14 22:37:09,EL machine,其实面向外需是未来国内大多数职业的需求，不限互联网。
2673624793_10286545725,2022-09-14 23:45:40,Him,回想起不到一年前建议别无脑CS，可以的话挑个自己感兴趣的，被喷得那叫一个惨啊[飙泪笑]
2673624793_10286310209,2022-09-14 22:42:48,小刘,啥时候大厂入职包能从40万降低到15万？
2673624793_10286310209_10286549273,2022-09-15 07:34:48,圆胖肿,它不需要降啊，它只需要在你入职一年之后把你考评打低，然后把你赶走就行了
2671439871,2022-09-13 11:14:56,黑马程序员,
2671439871_10285413191,2022-09-13 11:29:06,吸人血的资本家爬,吃不饱饭的人不关心，难道要那些吃饱饭的人关心吗[大笑]
2671439871_10285413191_10285235333,2022-09-13 11:35:37,高凉剑客李茂昇,好骂
2671439871_10285413191_10284917222,2022-09-13 12:40:53,Anoited,人家学计算机的担心的是自己本科毕业年薪不到四十万，您在担心什么？担心他们饿死？[飙泪笑]
2671439871_10283759651,2022-09-13 11:34:12,辅助辅助辅助,大佬都吃不上肉，我们吃米只会更难
2671439871_10283759651_10284829076,2022-09-13 12:13:47,Unbelievable,打辅助就是有大局观[飙泪笑]
2671439871_10283759651_10284763942,2022-09-13 12:55:29,风风疯,卷只会向下传递给普通人，而不会向上
2671439871_10285031943,2022-09-13 12:39:32,最后时刻,你们黑马要不要考虑转型啊，往其他职业教育发展？
2671439871_10285031943_10285239842,2022-09-13 15:18:12,wyd,本来做野生程序员教育的就已经是多余部分的程序员了[捂脸]
2671439871_10285031943_10285130106,2022-09-13 17:43:42,juice,能不能来个黑马建筑师，我大土木一年考证人也不少
2671439871_10285277381,2022-09-13 18:48:01,大白兔,互联网的寒冬，黑马培训的狂欢。培训班都爆满了。360行，行行卷java
2671439871_10285662196,2022-09-13 20:02:25,鲜果,这不是一个月薪三千的账号运营该回答的题[捂嘴]
2671439871_10285662196_10287692004,2022-09-15 09:30:43,黑马程序员,[看看你]你看看你在说什么
2671439871_10284657652,2022-09-13 15:01:24,听雪,这不是一个黑马程序员需要考虑的事情[害羞]
2671439871_10284657652_10287488157,2022-09-15 09:31:37,黑马程序员,我觉得你说的对，竟然还有在评论区吵架的。
2671439871_10285427137,2022-09-13 20:35:48,铁锹,这都不是本科混四年的人该考虑的问题
2671439871_10285711906,2022-09-13 14:28:11,吕小奇,又是一题我们发表必定被折叠的回答[害羞]
2671439871_10284686318,2022-09-13 15:55:46,飞来飞去,百度一下，你就知道
2671439871_10285207795,2022-09-13 11:38:06,二哈哈哈,哈哈哈
2671439871_10284863034,2022-09-13 16:57:49,知乎用户,笑死我了
2671439871_10285339995,2022-09-13 22:08:51,htcchacha,
2671439871_10285156852,2022-09-13 19:49:42,知乎用户,可以可以！
2671538578,2022-09-13 12:17:41,旧梦离人,先说结论，我打4分。别急，明年更炸。近两年，本科招生，计算机是各大高校非常热门的专业，招生分数很高。计算机考研，更是频频上知乎热搜，炸穿地心，难度激增。而今年又是互联网寒冬的元年，各大厂HC大幅度缩水，裁员不断。可以看的出趋势，进入计算机行业的门槛变高了，进入互联网大厂的机会也变小了。往常这个时候，优秀的同学们offer一大堆，今年现在拿到offer的都是人中龙凤了。更可怕的是，未来5-10年，互联网可能会一直这个样子。但是，这只是计算机跟昔日辉煌的自己相比。如果是跟其他赛道相比，作为一名计算机从业者，我还是更看好计算机专业。上限要比其他专业高一点，相比于生化环材、土木等专业，计算机还是很不错的。互联网大厂可能以后想进非常难，会像金融专业一样，名校相关专业毕业，才更有可能进入；但是计算机跟其他专业不同的是，计算机是全社会各行各业都需要的，互联网+anything，就业面更广，互联网中大厂虽然门槛高了，但是还是能去小私企例如外包、还能去银行、研究所、运营商、国家电网等，还能去其他非IT行业的信息岗。还能考公考事业单位，相比于其他专业就业面很广，出路很多。所以我还是推荐大家计算机专业。
2671538578_10285237808,2022-09-13 13:32:06,濒死孙策,虽然你说得对，但是这个说法很像十几年前的土木，谁还不要住房子呢[捂脸]
2671538578_10284763647,2022-09-13 12:38:29,李TT鑫,是的，应该是以后大厂门槛更高，更多的普通人进入其他行业，带动其他行业信息化发展（理想状态）
2671538578_10284763647_10284657927,2022-09-13 15:10:58,三二一,现在各个行业都多少需要用到计算机技术。所以光会计算机不够，还要结合其它行业的综合技能。
2671538578_10284763647_10285187349,2022-09-13 18:14:57,知乎用户,编程就像是小语种这样的工具，联系实际业务才能事半功倍[害羞]
2671538578_10285369280,2022-09-13 22:39:08,左舷弹幕,各行各业都需要。。。这是当年材料专业画大饼最爱用的一句话[笑哭]
2671538578_10285369280_10285636905,2022-09-14 09:29:28,sunshine,但是材料直接找大厂买的[捂脸]计算机是几乎正常点的厂都招的
2671538578_10284950836,2022-09-13 14:36:06,别烦我,今年不仅是互联网寒冬，四大天坑哪个能好过？别看疫情这几年似乎生物科技很吃香，实际是就业一年不如一年，一直在走下坡路！
2671538578_10284950836_10284892061,2022-09-13 15:20:39,齐梵骁,去年我看国家电网和工商银行挺好的[捂脸]
2671538578_10284950836_10285982072,2022-09-13 18:19:14,知乎用户,传统工科很难被疫情影响，需求摆在那。。。
2671538578_10285474718,2022-09-13 13:07:01,水上漂,正常，看看日本和澳大利亚的IT行业，以后中国也必然朝那个方向发展
2671538578_10285474718_10285418676,2022-09-13 15:02:54,青云,日本和澳大利亚现在啥样？[小情绪]
2671538578_10285474718_10285478403,2022-09-13 15:22:18,沧海一粟,什么样？
2671538578_10285447985,2022-09-13 15:12:23,早睡早起,很中肯了，计算机不行是和自己辉煌的时候比不行，和其他专业比还是好专业[飙泪笑]，对于普通人人家的孩子，想趁年轻多赚点钱，除了计算机专业都很难完成第一桶金的积累。
2671538578_10285686767,2022-09-13 17:01:23,蝈蝈老师说高考,坚定看多计算机行业。未来计算机会融入各行各业，新岗位源源不断。虽然遭遇互联网寒冬，大厂裁人，行业不景气，但和其他天坑专业相比，计算机专业的优势还是很明显，只是再也不会有之前的高薪，故事少了，但行业更加理性。
2671538578_10285686767_10285692921,2022-09-13 21:16:11,药丸,得了吧，故事少钱就少，没钱你搞毛
2671538578_10285686767_10285018508,2022-09-13 21:44:05,二岩古叶,未来计算机应该会朝金融那个方向发展，极少数高门槛高薪岗位+大量平庸岗位，中信中金平均月薪八万是金融，银行月薪几千的柜员也是金融
2671538578_10285069295,2022-09-13 16:38:11,知乎用户,互联网寒冬元年其实不是今年，应该是前几年，只是今年都撑不住爆发了
2671538578_10285506515,2022-09-13 14:19:40,知乎用户,你的意思是不是要看成绩？如果不是名校则不要学计算机；如果是名校可以学，就业前景依然光明？
2671538578_10285506515_10285653554,2022-09-13 14:35:01,知乎用户,名校肯脚踏实地做项目研发的人，都有光明的前途，也不需要多名校，知名211以上问题都不大。出问题的是，单纯做计算机科学研究，甚至是专门研究算法的人，即使名校也不好找工作，非名校基本上找不到。以后大学，你需要学习更多工程方面的东西。
2671538578_10285716164,2022-09-13 18:07:32,不愿意透露姓名,个人感觉互联网寒冬元年是18年末[捂脸]深圳前端开始萎缩，后续蔓延到二线城市和相关计算机领域
2671538578_10285716164_10286972027,2022-09-14 14:14:02,知乎用户,实际一直苟延残喘到了2020年末，互联网公司2021年初，股价创了历史最高。后面这两年是回光返照。
2671538578_10285716164_10285651158,2022-09-14 22:55:23,知乎用户,是的，18年其实增长都到头了，是被字节的短视频业务强行多续命了几年
2671538578_10286343733,2022-09-14 00:20:18,骑士很低调,回答很全面。现在计算机跟以前的计算机比确实不行了，竞争大，压力大。但是现在的计算机和现在的生化环材土木机械相比，那还是香饽饽。各位科班人士就不必卖惨了，真想体验体验生活压力转来生化环材土木机械[大哭]
2671538578_10285454317,2022-09-13 19:05:07,0784913372818497,互联网寒冬，但新能源车是热门赛道
2671538578_10285210819,2022-09-13 13:34:02,知乎用户,强烈建议考虑一下区块链，web3，crypto...
2671538578_10285210819_10284686629,2022-09-13 16:07:41,undercat,嘘🤫
2671538578_10285210819_10284984532,2022-09-13 17:00:09,公平的珍贵,都是些小众的东西，岗位有限
2671538578_10285188911,2022-09-13 19:29:12,黎明,应该劝退，别再上车了
2671538578_10284931034,2022-09-13 22:17:51,横流,支持，计算机还是可以做技术挣钱。而985土木基本都是考公考编转行才有出路。
2671538578_10284829843,2022-09-13 12:41:29,清明雨下,"非常赞同，顺便问一下，华科软院对非科班跨考友好不，做过的项目不多，算法基础一般，四大基础款=课自学的差不多，额外学过一点点css和web,24考"
2671538578_10284829843_10285563894,2022-09-13 13:28:13,旧梦离人,软院不清楚
2671538578_10284829843_10285622085,2022-09-13 13:47:31,知乎用户,你说的是华软吧？ [机智]这学校以前学生很想把它炸了
2671538578_10284869584,2022-09-13 22:07:56,hhhhhzl,还推荐，就不怕把你卷下车[捂脸][捂脸]
2671538578_10284869584_10285694926,2022-09-13 22:35:58,毛老板,华科计算机硕士不是谁都卷的过的
2671538578_10284869584_10285602884,2022-09-13 22:49:22,hhhhhzl,那何必给自己添堵呢。。[捂脸]
2671538578_10285652589,2022-09-13 13:56:13,卡卡罗特,为什么明年更炸
2671538578_10285652589_10285151761,2022-09-13 15:01:06,Kedlikz,不要光研究计算机  也要看历史和经济周期呀[飙泪笑]
2671538578_10285652589_10284148936,2022-09-13 15:08:43,Kedlikz,三国演义王朗不也说过  天数有变 神器更易而归有德之人五年一小变 十年换新天 失去30年转眼沧海桑田 都离不开周期律[爱]
2671538578_10285721958,2022-09-14 00:08:00,无尽夏,换赛道学医学法吧[捂脸] 经典行业需求永不过时，估计医法未来会像国外看齐，门槛会越来越高
2671538578_10285721958_10285670342,2022-09-14 03:56:42,沉落,法现在压榨很厉害，还是医好
